Field,Journal Title,AJG 2024,AJG 2021,Citescore rank,SNIP rank,SJR rank,JIF rank,SDG content (2017-21),International co-authorship (2017-21),Academic-non-academic collaborations (2017-21),Citations policy docs (2017-21),ISSN,Publisher,JCR_2021_JIF,JCR_2021_JCI,JCR_2021_JIF_Quartile,JCR_2021_Total_Citations,Eigenfactor,Article_Influence_Score,JCR_Category,JCR_2023_JIF,JCR_2023_JCI,JCR_2023_JIF_Quartile,JCR_2023_Total_Citations,JCR_2023_Eigenfactor,JCR_2023_AIS,JCR_2023_Category
MKT,Journal of Advertising,3,3,8,6,11,10,12%,38%,7%,0.328,15577805,Taylor & Francis,6.528,1.83,Q2,7419,0.004,2.184,BUSINESS - SSCI,5.4,1.67,Q1,6506,0.004,2.096,BUSINESS
MKT,Journal of Advertising Research,3,3,37,33,24,32,7%,49%,25%,0.061,17401909,The Advertising Research Foundation,3.031,0.84,Q4,3700,0.002,1.007,BUSINESS - SSCI,2.1,0.77,Q3,2715,0.001,0.93,BUSINESS
MKT,Journal of Interactive Marketing,3,3,3,7,9,3,3%,47%,8%,0.206,15206653,Elsevier,11.318,2.01,Q1,6332,0.004,2.593,BUSINESS - SSCI,6.8,2.22,Q1,5257,0.003,2.336,BUSINESS
MKT,Journal of International Marketing,3,3,10,8,12,11,33%,49%,12%,0.074,15477215,American Marketing Association,4.976,1.5,Q3,3073,0.001,1.317,BUSINESS - SSCI,4.9,0.91,Q1,2703,0.001,1.656,BUSINESS
MKT,Journal of Public Policy and Marketing,3,3,22,30,18,27,46%,16%,3%,0.455,15477207,American Marketing Association,6.435,0.95,Q2,3320,0.002,1.661,BUSINESS - SSCI,5.1,0.97,Q1,2884,0.002,2.206,BUSINESS
MKT,Marketing Letters,3,3,45,28,20,37,10%,38%,10%,0.090,1573059X,Springer Nature,3.426,0.64,Q3,3651,0.002,1.003,BUSINESS - SSCI,2.5,0.62,Q3,3379,0.002,1.295,BUSINESS
MKT,Marketing Theory,3,3,21,18,15,21,11%,44%,5%,0.038,1741301X,SAGE,3.476,0.7,Q3,2694,0.002,1.319,BUSINESS - SSCI,3.4,0.66,Q2,2230,0.001,1.139,BUSINESS
MKT,Psychology and Marketing,3,3,28,27,19,29,16%,41%,7%,0.076,15206793,Wiley-Blackwell,5.507,1.09,Q2,10200,0.004,0.987,BUSINESS - SSCI,8.9,1.98,Q1,11090,0.008,1.708,BUSINESS
MKT,Quantitative Marketing and Economics,3,3,60,46,7,40,15%,38%,18%,0.516,1573711X,Springer Nature,1.48,0.51,Q4,686,0.001,2.365,BUSINESS - SSCI,,,,,,,
MKT,Academy of Marketing Science Review,2,2,27,36,23,15%,25%,6%,0.060,,,,,,,,,,,,,,,,,
MKT,Advances in Consumer Research,2,2,78,76,0%,100%,0%,0.000,,,,,,,,,,,,,,,,,,
MKT,Consumption Markets and Culture,2,2,35,22,29,39,23%,43%,10%,0.075,1477223X,Taylor & Francis,2.46,0.48,Q4,1010,0.001,0.796,BUSINESS - SSCI,1.9,0.41,Q3,1025,0.001,0.89,BUSINESS
MKT,Electronic Markets,2,2,11,14,32,18,21%,30%,15%,0.267,14228890,Springer Nature,6.017,1.23,Q2,2234,0.002,0.969,BUSINESS - SSCI,7.1,1.45,Q1,3253,0.004,1.523,BUSINESS
MKT,International Journal of Advertising,2,2,16,15,14,25,11%,40%,10%,0.188,17593948,Taylor & Francis,5.888,1.54,Q2,3923,0.004,1.268,BUSINESS - SSCI,5.3,1.44,Q1,4060,0.004,1.437,BUSINESS
MKT,International Journal of Consumer Studies,2,2,30,29,40,33,45%,32%,8%,0.393,14706431,Wiley-Blackwell,7.096,1.12,Q2,5787,0.002,0.703,BUSINESS - SSCI,8.6,1.42,Q1,6728,0.005,1.333,BUSINESS
MKT,International Journal of Market Research,2,2,63,60,60,41,14%,40%,20%,0.062,25152173,N T C Publications Ltd.,2.513,0.44,Q4,1845,0.001,0.465,BUSINESS - SSCI,2.4,0.51,Q3,1914,0.001,0.674,BUSINESS
MKT,International Journal of Retail and Distribution Management,2,2,25,26,37,17,26%,27%,10%,0.078,,,,,,,,,,5.5,1.08,Q1,4610,0.002,0.751,BUSINESS
MKT,Journal of Brand Management,2,2,24,45,42,22,13%,37%,10%,0.018,14791803,Springer Nature,4.35,0.97,Q3,3755,0.002,0.757,BUSINESS - SSCI,4,0.86,Q2,3309,0.002,0.813,BUSINESS
MKT,Journal of Business and Industrial Marketing,2,2,37,44,44,35,34%,40%,7%,0.032,20521189,Emerald,3.319,0.68,Q3,4974,0.003,0.48,BUSINESS - SSCI,3.6,0.63,Q2,5399,0.004,0.556,BUSINESS
MKT,Journal of Consumer Behaviour,2,2,40,42,35,34,19%,35%,7%,0.179,14791838,Wiley-Blackwell,3.199,0.67,Q3,3569,0.002,0.673,BUSINESS - SSCI,4.4,0.91,Q2,4154,0.003,0.908,BUSINESS
MKT,Journal of Macromarketing,2,2,43,40,34,36,42%,46%,7%,0.134,15526534,SAGE,1.979,0.55,Q4,1785,0.001,0.425,BUSINESS - SSCI,3.7,0.64,Q2,1881,0.001,0.671,BUSINESS
MKT,Journal of Marketing Management,2,2,23,32,28,20%,38%,11%,0.075,,14721376,Taylor & Francis,4.707,0.82,Q3,5520,0.004,1.133,BUSINESS - SSCI,3.5,0.85,Q2,5365,0.004,1.284,BUSINESS
MKT,Journal of Personal Selling and Sales Management,2,2,37,38,26,2%,45%,6%,0.018,,15577813,Taylor & Francis,,0.73,,1727,0.001,0.936,BUSINESS - ESCI,3.9,0.73,Q2,1915,0.001,1.015,BUSINESS
MKT,Journal of Retailing and Consumer Services,2,2,9,10,16,4,15%,41%,12%,0.112,18731384,Elsevier,10.972,2.13,Q1,17048,0.013,1.341,BUSINESS - SSCI,11,2.36,Q1,24102,0.022,1.675,BUSINESS
MKT,Journal of Services Marketing,2,2,19,23,22,26,19%,44%,7%,0.045,08876045,Emerald,5.246,0.94,Q2,6308,0.003,0.981,BUSINESS - SSCI,3.8,0.71,Q2,5424,0.003,0.94,BUSINESS
MKT,Journal of Strategic Marketing,2,2,32,37,43,27%,38%,8%,0.074,,14664488,Taylor & Francis,,0.87,,2278,0.002,0.647,BUSINESS - ESCI,3.7,0.73,Q2,2560,0.002,0.747,BUSINESS
MKT,Journal of the Association for Consumer Research,2,18,49,17,8%,36%,9%,0.158,,,,,,,,,,,,2.1,0.67,Q3,852,0.002,N/A,BUSINESS
MKT,Qualitative Market Research,2,55,53,56,2,29%,35%,6%,0.000,,13522752,Emerald,,0.48,,1523,0.001,0.506,BUSINESS - ESCI,1.6,0.38,Q3,1508,0.001,0.39,BUSINESS
MKT,Asia Pacific Journal of Marketing and Logistics,1,36,39,55,1,28,39%,45%,9%,0.041,17584248,Emerald,4.643,0.95,Q3,2889,0.002,0.417,BUSINESS - SSCI,3.9,0.82,Q2,3668,0.003,0.642,BUSINESS
MKT,Australasian Marketing Journal,1,44,52,53,1,23%,44%,10%,0.037,,14413582,SAGE,,1.04,,1934,0.002,0.877,BUSINESS - ESCI,4,1.08,Q2,2274,0.002,1.119,BUSINESS
MKT,Corporate Communications,1,55,54,54,1,33%,24%,3%,0.087,,13563289,Emerald,,0.43,,1561,0.001,0.518,BUSINESS - ESCI,2.8,0.46,Q2,1758,0.001,0.532,BUSINESS
MKT,Corporate Reputation Review,1,69,65,65,1,18%,28%,9%,0.049,,14791889,Springer Nature,,0.36,,1510,0.0,0.344,BUSINESS - ESCI,1.5,0.27,Q3,1296,0,0.435,BUSINESS
MKT,Health Marketing Quarterly,1,75,75,74,1,37%,16%,11%,0.097,,,,,,,,,,,,,,,,,
MKT,International Journal of Bank Marketing,1,20,16,38,1,12,54%,34%,11%,0.154,17585937,Emerald,5.083,1.0,Q2,4189,0.002,0.605,BUSINESS - SSCI,6.3,1.15,Q1,4511,0.003,0.809,BUSINESS
MKT,International Journal of Internet Marketing and Advertising,1,75,77,75,1,13%,25%,10%,0.027,,,,,,,,,,,1.3,0.21,Q3,290,0,N/A,BUSINESS
MKT,International Journal of Pharmaceutical and Healthcare Marketing,1,72,71,72,51%,13%,14%,0.014,,,,,,,,,,,,,,,,,,
MKT,International Journal of Technology Marketing,1,74,73,73,1,30%,34%,16%,0.012,,,,,,,,,,,,,,,,,
MKT,"International Review of Retail, Distribution and Consumer Research",1,57,63,62,1,17%,29%,7%,0.078,,14664402,Taylor & Francis,,0.44,,1235,0.001,0.401,BUSINESS - ESCI,,,,,,,
MKT,International Review on Public and Non-Profit Marketing,1,62,64,66,1,34%,18%,13%,0.059,,,,,,,,,,,,,,,,,
MKT,Journal of Business-to-Business Marketing,1,65,69,64,2,42,32%,37%,12%,0.029,15470628,Taylor & Francis,3.045,0.48,Q3,520,0.0,0.314,BUSINESS - SSCI,2,0.35,Q3,533,0,0.434,BUSINESS
MKT,Journal of Communication Management,1,51,47,39,1,30%,32%,8%,0.136,,1363254X,Emerald,,0.91,,938,0.001,0.733,COMMUNICATION - ESCI,,,,,,,
MKT,Journal of Consumer Affairs,1,49,34,49,2,38,47%,18%,14%,0.941,17456606,Wiley-Blackwell,2.603,0.63,Q4,2817,0.002,0.794,BUSINESS - SSCI,2.5,0.61,Q2,2644,0.002,0.63,ECONOMICS
MKT,Journal of Consumer Marketing,1,53,50,47,1,22%,31%,7%,0.053,,07363761,Emerald,,0.5,,4367,0.002,0.498,BUSINESS - ESCI,2.7,0.53,Q2,4366,0.002,0.608,BUSINESS
MKT,Journal of Current Issues and Research in Advertising,1,61,51,50,1,16%,6%,3%,0.032,,,,,,,,,,,4.2,1.22,Q2,625,0.001,0.903,BUSINESS
MKT,Journal of Fashion Marketing and Management,1,42,35,41,1,24,35%,26%,7%,0.135,17587433,Emerald,4.184,0.81,Q3,2267,0.001,0.632,BUSINESS - SSCI,3.2,0.71,Q2,2302,0.001,0.73,BUSINESS
MKT,Journal of Financial Services Marketing,1,66,66,68,1,43%,31%,16%,0.075,,14791846,Springer Nature,,0.6,,682,0.0,0.233,BUSINESS - ESCI,2.9,0.69,Q2,900,0,0.352,BUSINESS
MKT,Journal of Global Fashion Marketing,1,54,59,51,1,24%,21%,11%,0.034,,23254483,Taylor & Francis,,0.72,,754,0.001,0.477,BUSINESS - ESCI,3.3,0.78,Q2,731,0.001,0.468,BUSINESS
MKT,Journal of Global Marketing,1,59,58,61,1,38%,34%,9%,0.061,,,,,,,,,,,3.6,0.76,Q2,713,0.001,N/A,BUSINESS
MKT,Journal of Interactive Advertising,1,47,25,27,1,6%,20%,6%,0.101,,,,,,,,,,,,,,,,,
MKT,Journal of International Consumer Marketing,1,58,56,58,28%,36%,10%,0.042,,,,,,,,,,,,1.8,0.53,Q3,1356,0.001,0.504,BUSINESS
MKT,Journal of Marketing Analytics,1,70,67,71,1,14%,21%,13%,0.011,,,,,,,,,,,4,0.68,Q2,1029,0.001,0.623,BUSINESS
MKT,Journal of Marketing Communications,1,29,20,30,1,15%,27%,4%,0.042,,,,,,,,,,,,,,,,,
MKT,Journal of Marketing for Higher Education,1,40,21,45,1,19,24%,26%,3%,0.093,15407144,Taylor & Francis,3.906,1.34,Q3,1052,0.0,0.542,BUSINESS - SSCI,2.4,0.98,Q3,1024,0.001,0.495,BUSINESS
MKT,Journal of Marketing Theory and Practice,1,48,48,36,2,10%,25%,7%,0.041,,10696679,Taylor & Francis,,0.53,,3748,0.001,0.613,BUSINESS - ESCI,4.4,0.73,Q2,4170,0.001,0.814,BUSINESS
MKT,Journal of Non-Profit and Public Sector Marketing,1,68,61,63,1,25%,21%,8%,0.071,,15406997,Taylor & Francis,,0.32,,759,0.0,0.386,BUSINESS - ESCI,,,,,,,
MKT,Journal of Philanthropy and Marketing,1,63,68,1,25%,19%,21%,0.000,,,,,,,,,,,,1.5,0.27,Q3,128,0,0.357,BUSINESS
MKT,Journal of Product and Brand Management,1,26,31,31,1,13,20%,38%,11%,0.061,20541643,Emerald,5.248,1.04,Q2,4909,0.002,0.754,BUSINESS - SSCI,5.2,1.15,Q1,4779,0.003,1.016,BUSINESS
MKT,Journal of Relationship Marketing,1,66,72,69,1,22%,26%,11%,0.014,,,,,,,,,,,,,,,,,
MKT,Journal of Research in Interactive Marketing,1,17,17,33,1,9,11%,28%,5%,0.036,20407130,Emerald,10.176,1.68,Q1,1857,0.001,0.967,BUSINESS - SSCI,9.6,1.92,Q1,2466,0.002,1.463,BUSINESS
MKT,Journal of Social Marketing,1,46,57,52,1,31,52%,30%,13%,0.189,20426771,Emerald,4.115,0.56,Q3,833,0.001,0.516,BUSINESS - SSCI,3.1,0.53,Q2,669,0.001,0.444,BUSINESS
MKT,Marketing Intelligence and Planning,1,34,43,46,1,23,26%,36%,9%,0.034,17588049,Emerald,4.338,0.81,Q3,3437,0.002,0.679,BUSINESS - SSCI,3.6,0.81,Q2,3219,0.002,0.661,BUSINESS
MKT,Recherche et Applications en Marketing,1,73,74,70,1,8%,25%,28%,0.000,,20515707,SAGE,,0.14,,393,0.0,0.251,BUSINESS - ESCI,0.8,0.14,Q4,419,0,0.297,BUSINESS
MKT,Review of Marketing Science,1,77,76,77,1,20%,38%,4%,0.040,,,,,,,,,,,,,,,,,
MKT,Services Marketing Quarterly,1,71,70,67,1,10%,23%,9%,0.011,,,,,,,,,,,,,,,,,
MKT,Social Marketing Quarterly,1,52,62,59,1,59%,23%,22%,0.356,,15394093,SAGE,,0.6,,710,0.0,0.529,BUSINESS - ESCI,2.3,0.44,Q3,637,0,0.582,BUSINESS
MKT,Spanish Journal of Marketing - ESIC,1,33,41,48,16%,20%,8%,0.071,,,,,,,,,,,,,,,,,,
MKT,Young Consumers,1,50,55,57,1,40%,29%,11%,0.138,,17587212,Emerald,,0.58,,866,0.001,0.461,BUSINESS - ESCI,3.5,0.68,Q2,1086,0.001,0.665,BUSINESS
OPS&TECH,Journal of Operations Management,4*,4*,5,2,2,1,35%,48%,9%,0.273,18731317,Wiley-Blackwell,6.72,1.27,Q2,13465,0.005,2.593,MANAGEMENT - SSCI,6.5,1.31,Q1,11113,0.005,2.733,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,International Journal of Operations and Production Management,4,4,11,10,8,8,42%,54%,12%,0.170,,,,,,,,,,7.1,1.8,Q1,9573,0.006,1.662,MANAGEMENT
OPS&TECH,Journal of Supply Chain Management,4,4,2,5,3,2,27%,49%,25%,0.231,1745493X,Wiley-Blackwell,8.025,1.62,Q1,3840,0.002,2.145,MANAGEMENT - SSCI,10.2,2.09,Q1,3595,0.002,2.331,MANAGEMENT
OPS&TECH,Production and Operations Management,4,4,23,14,4,19,26%,52%,11%,0.084,19375956,Wiley-Blackwell,4.638,0.97,Q2,10966,0.01,1.478,"ENGINEERING, MANUFACTURING - SCIE",4.8,0.98,Q1,12031,0.016,1.9,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Computers in Industry,3,3,4,3,15,13,45%,34%,36%,0.125,18726194,Elsevier,11.245,1.83,Q1,7928,0.007,1.396,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
OPS&TECH,IEEE Transactions on Engineering Management,3,3,30,35,29,22,41%,48%,16%,0.094,15580040,IEEE,8.702,1.22,Q1,6275,0.003,1.101,BUSINESS - SSCI,4.6,1.23,Q1,9043,0.008,0.83,BUSINESS
OPS&TECH,International Journal of Production Economics,3,3,3,6,5,5,41%,55%,14%,0.160,18737579,Elsevier,11.251,1.97,Q1,36540,0.022,1.605,"ENGINEERING, INDUSTRIAL - SCIE",9.8,2,Q1,33968,0.023,1.851,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,International Journal of Production Research,3,3,10,12,12,15,35%,44%,20%,0.106,1366588X,Taylor & Francis,9.018,1.51,Q1,34466,0.025,1.103,"ENGINEERING, INDUSTRIAL - SCIE",7,1.33,Q1,33706,0.029,1.472,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Journal of Business Logistics,3,3,12,23,7,9,32%,34%,31%,0.356,21581592,Wiley-Blackwell,7.875,1.47,Q1,3625,0.001,1.236,MANAGEMENT - SSCI,11.2,1.95,Q1,3511,0.002,1.773,MANAGEMENT
OPS&TECH,Journal of Purchasing and Supply Management,3,3,13,15,13,11,30%,44%,17%,0.280,18736505,Elsevier,7.202,1.65,Q1,2602,0.002,0.979,MANAGEMENT - SSCI,6.8,1.59,Q1,2615,0.002,1.233,MANAGEMENT
OPS&TECH,Manufacturing and Service Operations Management,3,3,17,7,1,12,28%,42%,10%,0.141,15265498,Institute for Operations Research and the Management Sciences,7.103,1.66,Q1,6060,0.009,3.14,MANAGEMENT - SSCI,,,,,,,
OPS&TECH,Production Planning and Control,3,3,14,19,16,16,50%,52%,20%,0.184,13665871,Taylor & Francis,6.846,1.22,Q2,7048,0.005,0.93,"ENGINEERING, INDUSTRIAL - SCIE",6.1,1.2,Q1,7386,0.006,1.27,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Supply Chain Management,3,3,7,9,11,3,51%,53%,9%,0.292,17586852,Emerald,11.263,1.88,Q1,7964,0.003,1.542,BUSINESS - SSCI,,,,,,,
OPS&TECH,Business Process Management Journal,2,2,29,29,34,25,43%,45%,14%,0.029,17584116,Emerald,3.715,0.82,Q3,3080,0.002,0.498,BUSINESS - SSCI,4.5,0.88,Q1,3423,0.002,0.593,BUSINESS
OPS&TECH,Computers and Industrial Engineering,2,2,16,13,14,17,29%,34%,17%,0.026,18790550,Elsevier,7.18,1.26,Q1,27459,0.025,1.057,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
OPS&TECH,International Journal of Computer Integrated Manufacturing,2,2,19,31,28,30,63%,29%,25%,0.019,,,,,,,,,,3.7,0.68,Q2,2978,0.002,0.689,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,International Journal of Physical Distribution and Logistics Manageme,2,2,9,11,9,7,42%,37%,10%,0.400,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Project Management,2,2,1,1,6,4,35%,48%,14%,0.193,18734634,Elsevier,9.037,1.96,Q1,13569,0.006,1.361,MANAGEMENT - SSCI,7.4,1.72,Q1,11424,0.004,1.337,MANAGEMENT
OPS&TECH,International Journal of Quality and Reliability Management,2,2,40,27,41,40%,26%,14%,0.033,,,,,,,,,,,2.7,0.55,Q2,3377,0.002,0.41,MANAGEMENT
OPS&TECH,International Journal of Technology Management,2,2,51,58,50,34,61%,38%,22%,0.015,17415276,Inderscience Publishers,1.526,0.35,Q3,2234,0.001,0.309,"ENGINEERING, MULTIDISCIPLINARY - SCIE",1.4,0.38,Q3,1717,0,0.277,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Journal of Construction Engineering and Management - ASCE,2,2,21,18,22,24,37%,34%,16%,0.059,19437862,ASCE,5.292,0.95,Q1,13359,0.006,0.698,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE,,,,,,,
OPS&TECH,Total Quality Management and Business Excellence,2,2,27,21,33,29,39%,26%,16%,0.031,14783371,Taylor & Francis,4.168,0.99,Q3,5275,0.002,0.48,MANAGEMENT - SSCI,3.6,0.83,Q2,4373,0.002,0.513,MANAGEMENT
OPS&TECH,Benchmarking,1,1,31,39,35,59%,29%,14%,0.052,,14635771,Emerald,,0.99,,4492,0.003,0.42,MANAGEMENT - ESCI,4.5,1.1,Q1,5425,0.004,0.628,MANAGEMENT
OPS&TECH,Concurrent Engineering Research and Applications,1,1,45,44,43,36,37%,25%,31%,0.000,15312003,SAGE,2.118,0.32,Q3,611,0.0,0.182,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
OPS&TECH,Flexible Services and Manufacturing Journal,1,1,25,22,19,28,22%,37%,15%,0.040,19366590,Springer Nature,2.209,0.49,Q4,1013,0.001,0.584,"ENGINEERING, INDUSTRIAL - SCIE",2.5,0.47,Q2,918,0.001,0.594,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,"Foundations and Trends in Technology, Information and Operations M",1,1,72,71,58,18%,59%,11%,0.000,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Agile Systems and Management,1,1,32,47,45,46%,24%,26%,0.021,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Business Performance and Supply Chain Mode,1,1,60,68,64,44%,28%,16%,0.000,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Business Performance Management,1,1,65,61,67,58%,35%,18%,0.000,,17415039,Inderscience Publishers,,0.15,,218,0.0,0.077,MANAGEMENT - ESCI,0.8,0.14,Q4,214,0,0.091,MANAGEMENT
OPS&TECH,International Journal of Construction Management,1,1,33,30,36,59%,42%,19%,0.063,,15623599,Taylor & Francis,,0.92,,2597,0.002,0.426,MANAGEMENT - ESCI,3.4,0.74,Q2,3602,0.003,0.53,MANAGEMENT
OPS&TECH,International Journal of Engineering Business Management,1,1,46,42,56,48%,22%,19%,0.048,,18479790,SAGE,,0.53,,624,0.0,0.325,BUSINESS - ESCI,4.9,0.6,Q1,924,0.001,0.599,BUSINESS
OPS&TECH,International Journal of Enterprise Network Management,1,1,70,70,71,29%,10%,25%,0.016,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Industrial and Systems Engineering,1,1,62,59,57,29%,17%,17%,0.005,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Industrial Engineering and Management,1,1,58,53,59,34%,27%,21%,0.008,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Information Systems and Supply Chain Manag,1,1,55,56,61,28%,27%,15%,0.000,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Integrated Supply Management,1,1,57,65,47,53%,27%,15%,0.015,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Internet Manufacturing and Services,1,1,73,74,74,36%,10%,23%,0.000,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Lean Six Sigma,1,1,23,17,30,14,63%,25%,14%,0.027,20404174,Emerald,5.686,0.88,Q2,1834,0.001,0.541,"ENGINEERING, INDUSTRIAL - SCIE",3.8,0.79,Q2,1738,0.001,0.47,MANAGEMENT
OPS&TECH,International Journal of Logistics Management,1,1,18,28,21,20,48%,49%,11%,0.183,17586550,Emerald,5.446,1.29,Q2,3902,0.002,0.813,MANAGEMENT - SSCI,7.2,1.62,Q1,4438,0.003,1.138,MANAGEMENT
OPS&TECH,International Journal of Logistics Research and Applications,1,1,26,32,26,26,51%,38%,12%,0.273,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Logistics Systems and Management,1,1,53,55,53,41%,19%,14%,0.010,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Manufacturing Technology and Management,1,69,69,69,42%,12%,25%,0.013,,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Process Management and Benchmarking,1,61,60,60,41%,7%,15%,0.000,,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Procurement Management,1,1,52,54,54,34%,16%,18%,0.010,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Productivity and Performance Management,1,1,39,26,40,58%,27%,16%,0.060,,17410401,Emerald,,0.7,,3447,0.002,0.365,MANAGEMENT - ESCI,3.6,0.72,Q2,3999,0.003,0.499,MANAGEMENT
OPS&TECH,International Journal of Productivity and Quality Management,1,1,54,51,52,46%,16%,19%,0.017,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Quality and Service Sciences,1,1,43,43,46,41%,26%,14%,0.049,,17566703,Emerald,,0.57,,677,0.0,0.312,MANAGEMENT - ESCI,3.4,0.63,Q2,844,0.001,0.379,MANAGEMENT
OPS&TECH,International Journal of Services and Operations Management,1,1,63,64,62,38%,18%,14%,0.008,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Services Operations and Informatics,1,1,71,72,73,26%,15%,8%,0.000,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Shipping and Transport Logistics,1,1,50,52,42,37,37%,48%,13%,0.042,17566525,Inderscience Publishers,1.264,0.33,Q4,415,0.0,0.226,MANAGEMENT - SSCI,1.4,0.27,Q3,496,0,0.254,MANAGEMENT
OPS&TECH,International Journal of Six Sigma and Competitive Advantage,1,67,67,70,51%,14%,13%,0.000,,,,,,,,,,,,,,,,,,
OPS&TECH,International Journal of Value Chain Management,1,1,66,66,66,50%,34%,18%,0.021,,,,,,,,,,,0.5,0.14,Q4,110,0,0.075,MANAGEMENT
OPS&TECH,Journal of Global Operations and Strategic Sourcing,1,43,45,48,47%,27%,12%,0.337,,,,,,,,,,,,3.8,0.99,Q2,554,0.001,0.573,MANAGEMENT
OPS&TECH,Journal of Humanitarian Logistics and Supply Chain Management,1,1,37,40,31,51%,47%,21%,0.211,,,,,,,,,,,3.2,0.8,Q2,783,0.001,0.659,MANAGEMENT
OPS&TECH,Journal of Intelligent Manufacturing,1,1,8,8,17,18,35%,28%,22%,0.022,15728145,Springer Nature,7.136,1.48,Q1,7649,0.007,0.906,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",,,,,,,
OPS&TECH,Journal of Manufacturing Systems,1,1,6,4,10,10,55%,29%,24%,0.047,18786642,Elsevier,9.498,1.81,Q1,8146,0.006,1.248,"ENGINEERING, INDUSTRIAL - SCIE",12.3,2.25,Q1,11534,0.014,2.082,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Journal of Manufacturing Technology Management,1,1,15,16,18,6,79%,30%,17%,0.190,17587786,Emerald,8.144,1.51,Q1,4149,0.003,0.824,"ENGINEERING, INDUSTRIAL - SCIE",7.3,1.32,Q1,4581,0.004,1.242,MANAGEMENT
OPS&TECH,Journal of Public Procurement,1,1,59,46,55,46%,23%,18%,0.340,,21506930,Emerald,,0.56,,376,0.0,0.244,PUBLIC ADMINISTRATION - ESCI,,,,,,,
OPS&TECH,Journal of Quality in Maintenance Engineering,1,1,49,41,49,33%,22%,21%,0.044,,13552511,Emerald,,0.25,,1000,0.0,0.162,"ENGINEERING, INDUSTRIAL - ESCI",,,,,,,
OPS&TECH,Journal of Scheduling,1,2,42,25,25,35,5%,43%,29%,0.023,10991425,Springer Nature,2.13,0.44,Q4,1750,0.001,0.662,"ENGINEERING, MANUFACTURING - SCIE",1.4,0.33,Q3,1407,0.001,0.49,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
OPS&TECH,Journal of Service Theory and Practice,1,1,22,34,24,27,21%,51%,6%,0.084,20556225,Emerald,4.545,0.93,Q3,1207,0.001,0.818,BUSINESS - SSCI,3.9,0.98,Q2,1437,0.001,0.945,BUSINESS
OPS&TECH,Journal of Transport and Supply Chain Management,1,68,63,68,80%,18%,16%,0.100,,,,,,,,,,,,1.1,0.31,Q4,210,0,0.182,MANAGEMENT
OPS&TECH,Knowledge and Process Management,1,1,47,49,51,32%,33%,8%,0.074,,10991441,Wiley-Blackwell,,0.55,,857,0.0,0.32,MANAGEMENT - ESCI,3,0.68,Q2,848,0.001,0.394,MANAGEMENT
OPS&TECH,Operations Management Research,1,1,28,36,27,21,40%,47%,19%,0.233,19369743,Springer Nature,7.032,1.34,Q1,860,0.0,0.882,MANAGEMENT - SSCI,6.9,1.77,Q1,1884,0.002,0.992,MANAGEMENT
OPS&TECH,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal",1,1,34,37,32,32,36%,18%,26%,0.005,,,,,,,,,,,,,,,,
OPS&TECH,Production & Manufacturing Research,1,35,20,37,50%,24%,6%,0.065,,,,,,,,,,,,,,,,,,
OPS&TECH,Project Management Journal,1,1,20,24,20,23,22%,45%,16%,0.193,19389507,SAGE,4.946,0.9,Q2,3031,0.002,0.942,MANAGEMENT - SSCI,5.1,1.02,Q1,3108,0.002,1.105,MANAGEMENT
