Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,2023 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
"INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT","INT J HUM RESOUR MAN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0958-5192","1466-4399","MANAGEMENT","SSCI","11,789","4.9","1.13","20.9"%," 85/407 ","5.8","Q1","4.7","0.6"," 105/407 ","Q2","74.32","0.009","2.005","1.383","79.2","Q1","Q1","72","93.06"%,"7.8","9","67",
"INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT","INT J PROJ MANAG","ELSEVIER SCI LTD","0263-7863","1873-4634","MANAGEMENT","SSCI","11,424","7.4","1.72","34.03"%," 35/407 ","8.2","Q1","5.9","1.5"," 44/407 ","Q1","89.31","0.004","0.803","1.337","91.5","Q1","Q1","48","97.92"%,"8.8","9","47",
"TECHNOVATION","TECHNOVATION","ELSEVIER","0166-4972","1879-2383","MANAGEMENT","SSCI","11,241","11.1","2.47","33.27"%," 8/407 ","12.1","Q1","9.4","3.3"," 11/407 ","Q1","97.42","0.006","1.389","1.994","98.2","Q1","Q1","225","89.78"%,"6.7","7.7","202",
"JOURNAL OF OPERATIONS MANAGEMENT","J OPER MANAG","WILEY","0272-6963","1873-1317","MANAGEMENT","SSCI","11,113","6.5","1.31","30.7"%," 55/407 ","9.2","Q1","5.8","1.6"," 80/407 ","Q1","80.47","0.005","0.999","2.733","86.6","Q1","Q1","39","100"%,"12.7","9.8","39",
"ORGANIZATION STUDIES","ORGAN STUD","SAGE PUBLICATIONS LTD","0170-8406","1741-3044","MANAGEMENT","SSCI","10,673","4.9","1.18","45.25"%," 85/407 ","6.5","Q1","3.7","1.3"," 94/407 ","Q1","77.03","0.01","2.123","2.861","79.2","Q1","Q1","61","100"%,"11.4","9.2","61",
"MANAGEMENT DECISION","MANAGE DECIS","EMERALD GROUP PUBLISHING LTD","0025-1747","1758-6070","MANAGEMENT","SSCI","10,185","4.1","1","10.3"%," 114/407 ","5.8","Q1","3.5","1.3"," 130/407 ","Q2","68.18","0.006","1.355","0.927","72.1","Q2","Q2","221","93.67"%,"6.2","6.9","207",
"PERSONNEL PSYCHOLOGY","PERS PSYCHOL","WILEY","0031-5826","1744-6570","MANAGEMENT","SSCI","10,066","4.7","1.26","31.13"%," 92/407 ","7.5","Q1","4.2","1.8"," 85/407 ","Q1","79.24","0.005","1.016","3.652","77.5","Q1","Q1","41","87.8"%,"16.6","11.9","36",
"Journal of Knowledge Management","J KNOWL MANAG","EMERALD GROUP PUBLISHING LTD","1367-3270","1758-7484","MANAGEMENT","SSCI","9,668","6.6","1.79","10.99"%," 54/407 ","8.5","Q1","5.8","1.7"," 41/407 ","Q1","90.05","0.007","1.551","1.335","86.9","Q1","Q1","96","92.71"%,"5.2","8","89",
"INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT","INT J OPER PROD MAN","EMERALD GROUP PUBLISHING LTD","0144-3577","1758-6593","MANAGEMENT","SSCI","9,573","7.1","1.8","19.94"%," 44/407 ","9.2","Q1","5.9","1.3"," 40/407 ","Q1","90.29","0.006","1.282","1.662","89.3","Q1","Q1","115","99.13"%,"7.3","8.3","114",
"Academy of Management Annals","ACAD MANAG ANN","ACAD MANAGEMENT","1941-6520","1941-6067","MANAGEMENT","SSCI","9,198","14.3","3.3","0"%," 3/407 ","25.1","Q1","13.9","4.3"," 4/407 ","Q1","99.14","0.014","2.972","13.732","99.4","Q1","Q1","23","69.57"%,"7.6","10.9","16",
"JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY","J OPER RES SOC","TAYLOR & FRANCIS LTD","0160-5682","1476-9360","MANAGEMENT","SSCI","9,128","2.7","0.64","10.49"%," 196/407 ","3","Q3","2.3","0.5"," 205/407 ","Q3","49.75","0.005","1.108","0.646","52.0","Q2","Q2","117","97.44"%,"12.4","8.8","114",
"INTERNATIONAL JOURNAL OF FORECASTING","INT J FORECASTING","ELSEVIER","0169-2070","1872-8200","MANAGEMENT","SSCI","9,044","6.9","2.5","20.12"%," 49/407 ","6.8","Q1","6.6","2.3"," 10/407 ","Q1","97.67","0.008","1.84","2.016","88.1","Q1","Q1","100","96"%,"8","10.1","96",
"IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT","IEEE T ENG MANAGE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9391","1558-0040","MANAGEMENT","SSCI","9,043","4.6","1.23","6.96"%," 93/407 ","4.9","Q2","3.8","1.3"," 87/407 ","Q1","78.75","0.008","1.851","0.83","77.3","Q1","Q2","357","93.84"%,"2.7","6.3","335",
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT","J PROD INNOVAT MANAG","WILEY","0737-6782","1540-5885","MANAGEMENT","SSCI","8,894","10.1","1.67","59.38"%," 11/407 ","12.9","Q1","8.6","1.6"," 46/407 ","Q1","88.82","0.004","0.849","2.761","97.4","Q1","Q1","58","93.1"%,"9.5","8.1","54",
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","J MANAGE INFORM SYST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0742-1222","1557-928X","MANAGEMENT","SSCI","8,447","5.9","1.52","15.45"%," 65/407 ","10.3","Q1","5","0.7"," 58/407 ","Q1","85.87","0.005","1.02","2.79","84.2","Q1","Q1","42","97.62"%,"11.8","9.4","41",
"LONG RANGE PLANNING","LONG RANGE PLANN","ELSEVIER SCI LTD","0024-6301","1873-1872","MANAGEMENT","SSCI","8,443","7.4","2.01","32.7"%," 35/407 ","10.2","Q1","7","2.1"," 22/407 ","Q1","94.72","0.006","1.299","2.655","91.5","Q1","Q1","52","98.08"%,"10.2","13.3","51",
"Journal of Nursing Management","J NURS MANAGE","WILEY-HINDAWI","0966-0429","1365-2834","MANAGEMENT","SSCI","8,262","3.7","1.57","79.22"%," 137/407 ","4.5","Q2","3.5","0.2"," 55/407 ","Q1","86.61","0.01","2.117","0.957","66.5","Q2","Q2","100","86"%,"4","5.6","86",
"BRITISH JOURNAL OF MANAGEMENT","BRIT J MANAGE","WILEY","1045-3172","1467-8551","MANAGEMENT","SSCI","8,149","4.5","1.04","40.88"%," 99/407 ","6.4","Q1","3.8","0.9"," 119/407 ","Q2","70.88","0.005","1.191","1.57","75.8","Q1","Q1","83","98.8"%,"10.3","10","82",
"CALIFORNIA MANAGEMENT REVIEW","CALIF MANAGE REV","SAGE PUBLICATIONS INC","0008-1256","2162-8564","MANAGEMENT","SSCI","7,677","6.3","1.9","36.84"%," 58/407 ","17.3","Q1","6","0.9"," 30/407 ","Q1","92.75","0.004","0.88","4.068","85.9","Q1","Q1","29","100"%,"14.1","8.8","29",
"SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL","SUPPLY CHAIN MANAG","EMERALD GROUP PUBLISHING LTD","1359-8546","1758-6852","MANAGEMENT","SSCI","7,473","7.9","1.63","12.73"%," 27/407 ","10.7","Q1","7.1","1.4"," 48/407 ","Q1","88.33","0.004","0.879","1.797","93.5","Q1","Q1","49","97.96"%,"8.1","6.5","48",
"Public Management Review","PUBLIC MANAG REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1471-9037","1471-9045","MANAGEMENT","SSCI","7,310","5","1.42","34.16"%," 81/407 ","6.3","Q1","4","0.9"," 68/407 ","Q1","83.42","0.008","1.676","1.589","80.2","Q1","Q1","143","95.8"%,"5.8","8.7","137",
"Journal of Hospitality and Tourism Management","J HOSP TOUR MANAG","ELSEVIER","1447-6770","1839-5260","MANAGEMENT","SSCI","6,820","7.6","1.97","0.18"%," 31/407 ","8.3","Q1","6.9","1.5"," 27/407 ","Q1","93.49","0.008","1.811","1.471","92.5","Q1","Q1","162","96.3"%,"3.1","6.5","156",
"European Management Journal","EUR MANAG J","ELSEVIER SCI LTD","0263-2373","1873-5681","MANAGEMENT","SSCI","6,787","7.5","1.62","23.42"%," 32/407 ","7.2","Q1","7.1","3.7"," 50/407 ","Q1","87.84","0.004","0.923","1.454","92.3","Q1","Q1","85","87.06"%,"7.4","9.3","74",
"JOURNAL OF SMALL BUSINESS MANAGEMENT","J SMALL BUS MANAGE","TAYLOR & FRANCIS INC","0047-2778","1540-627X","MANAGEMENT","SSCI","6,777","5.3","1.49","17.03"%," 76/407 ","5.8","Q1","5","1.8"," 62/407 ","Q1","84.89","0.004","0.962","1.25","81.4","Q1","Q2","65","92.31"%,"8","12","60",
"INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS","INT J MANAG REV","WILEY","1460-8545","1468-2370","MANAGEMENT","SSCI","6,706","7.5","1.35","53.61"%," 32/407 ","12.3","Q1","7","2.1"," 75/407 ","Q1","81.70","0.004","0.931","3.281","92.3","Q1","Q1","29","20.69"%,"9.5","8.2","6",
"Tourism Management Perspectives","TOUR MANAG PERSPECT","ELSEVIER","2211-9736","2211-9744","MANAGEMENT","SSCI","6,626","7.3","1.85","17.13"%," 39/407 ","8","Q1","6.9","1.2"," 35/407 ","Q1","91.52","0.007","1.574","1.474","90.5","Q1","Q1","111","96.4"%,"4.1","7.5","107",
"M&SOM-Manufacturing & Service Operations Management","M&SOM-MANUF SERV OP","INFORMS","1523-4614","1526-5498","MANAGEMENT","SSCI","6,449","4.8","1.15","0"%," 90/407 ","6.7","Q1","4.4","0.8"," 99/407 ","Q1","75.80","0.012","2.627","2.832","78.0","Q1","Q1","120","99.17"%,"5.4","8.9","119",
"JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY","J OCCUP ORGAN PSYCH","WILEY","0963-1798","2044-8325","MANAGEMENT","SSCI","6,178","4.9","1.3","41.22"%," 85/407 ","6.2","Q1","4.6","0.6"," 82/407 ","Q1","79.98","0.004","0.781","2.169","79.2","Q1","Q1","59","98.31"%,"13.1","11.4","58",
"HUMAN RESOURCE MANAGEMENT","HUM RESOUR MANAGE-US","WILEY PERIODICALS, INC","0090-4848","1099-050X","MANAGEMENT","SSCI","6,086","6","1.64","33.33"%," 63/407 ","7","Q1","5.6","0.8"," 47/407 ","Q1","88.57","0.005","1.1","2.152","84.6","Q1","Q1","32","100"%,"8.5","11.3","32",
"HUMAN RESOURCE MANAGEMENT REVIEW","HUM RESOUR MANAGE R","ELSEVIER","1053-4822","1873-7889","MANAGEMENT","SSCI","5,963","8.2","2.32","19.18"%," 25/407 ","10.1","Q1","8","0.6"," 13/407 ","Q1","96.93","0.005","1.128","2.872","94.0","Q1","Q1","37","72.97"%,"8.5","10.9","27",
"Engineering Construction and Architectural Management","ENG CONSTR ARCHIT MA","EMERALD GROUP PUBLISHING LTD","0969-9988","1365-232X","MANAGEMENT","SSCI","5,844","3.6","0.74","3.07"%," 143/407 ","4.2","Q2","3","0.5"," 179/407 ","Q2","56.14","0.004","0.965","0.525","65.0","Q2","Q3","232","96.12"%,"3.6","6.4","223",
"EUROPEAN JOURNAL OF INFORMATION SYSTEMS","EUR J INFORM SYST","TAYLOR & FRANCIS LTD","0960-085X","1476-9344","MANAGEMENT","SSCI","5,681","7.3","2.18","26.39"%," 39/407 ","9.5","Q1","7","1.1"," 17/407 ","Q1","95.95","0.004","0.971","2.384","90.5","Q1","Q1","39","97.44"%,"8.6","7.8","38",
"CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW","CORP GOV-OXFORD","WILEY","0964-8410","1467-8683","MANAGEMENT","SSCI","5,546","4.6","0.89","27.13"%," 93/407 ","6.3","Q1","4.3","0.9"," 147/407 ","Q2","64.00","0.002","0.419","1.432","77.3","Q1","Q1","42","100"%,"12.3","12","42",
"European Journal of Work and Organizational Psychology","EUR J WORK ORGAN PSY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1359-432X","1464-0643","MANAGEMENT","SSCI","5,536","4","0.96","36.36"%," 119/407 ","5.8","Q1","3.8","0.7"," 136/407 ","Q2","66.71","0.005","1.118","1.944","70.9","Q2","Q1","51","96.08"%,"8.3","10.6","49",
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","ELSEVIER SCIENCE INC","0038-0121","1873-6041","MANAGEMENT","SSCI","5,526","6.2","1.88","16.23"%," 59/407 ","5.9","Q1","5.5","1.8"," 31/407 ","Q1","92.51","0.005","1.113","0.956","85.6","Q1","Q2","294","97.28"%,"2.8","7","286",
"Benchmarking-An International Journal","BENCHMARKING","EMERALD GROUP PUBLISHING LTD","1463-5771","1758-4094","MANAGEMENT","ESCI","5,425","4.5","1.1","2.4"%," 99/407 ","4.8","Q2","3.8","0.8"," 109/407 ","Q2","73.34","0.004","0.958","0.628","75.8","Q1","Q2","178","82.58"%,"3.9","6.6","147",
"Academy of Management Perspectives","ACAD MANAGE PERSPECT","ACAD MANAGEMENT","1558-9080","N/A","MANAGEMENT","SSCI","5,412","7.2","2.01","0"%," 42/407 ","9.3","Q1","7","1.7"," 22/407 ","Q1","94.72","0.005","1.075","3.994","89.8","Q1","Q1","23","100"%,"10.2","9.4","23",
"Journal of Marketing Management","J MARKET MANAG-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0267-257X","1472-1376","MANAGEMENT","SSCI","5,365","3.5","0.85","23.29"%," 151/407 ","5.4","Q2","3.2","0.7"," 157/407 ","Q2","61.55","0.004","0.801","1.284","63.0","Q2","Q2","55","96.36"%,"8.2","8.9","53",
"INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT","INT J PHYS DISTR LOG","EMERALD GROUP PUBLISHING LTD","0960-0035","1758-664X","MANAGEMENT","SSCI","5,352","5.9","1.4","26.52"%," 65/407 ","8.2","Q1","5.5","2.2"," 70/407 ","Q1","82.92","0.003","0.609","1.482","84.2","Q1","Q1","44","93.18"%,"8.1","7","41",
"GENDER WORK AND ORGANIZATION","GENDER WORK ORGAN","WILEY","0968-6673","1468-0432","MANAGEMENT","SSCI","5,329","3.9","1.82","46.33"%," 125/407 ","5.2","Q2","3.1","0.3"," 37/407 ","Q1","91.03","0.009","1.937","1.743","69.4","Q2","Q1","138","99.28"%,"4.1","8.3","137",
"PERSONNEL REVIEW","PERS REV","EMERALD GROUP PUBLISHING LTD","0048-3486","1758-6933","MANAGEMENT","SSCI","5,161","3.3","1.11","4.22"%," 163/407 ","4.2","Q2","3","0.8"," 107/407 ","Q2","73.83","0.005","1.069","0.927","60.1","Q2","Q2","71","92.96"%,"5.6","8.5","66",
"TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT","TECHNOL ANAL STRATEG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0953-7325","1465-3990","MANAGEMENT","SSCI","5,119","2.9","0.71","7.94"%," 185/407 ","3.5","Q2","2.6","0.4"," 188/407 ","Q2","53.93","0.004","0.777","0.541","54.7","Q2","Q3","192","99.48"%,"5","6.4","191",
"INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH","INT J ENTREP BEHAV R","EMERALD GROUP PUBLISHING LTD","1355-2554","1758-6534","MANAGEMENT","SSCI","5,012","4.5","1.04","18.52"%," 99/407 ","6.2","Q1","3.4","0.7"," 119/407 ","Q2","70.88","0.004","0.876","1.022","75.8","Q1","Q2","137","95.62"%,"4.9","8.2","131",
"Journal of Destination Marketing & Management","J DESTIN MARK MANAGE","ELSEVIER","2212-571X","2212-5752","MANAGEMENT","SSCI","4,966","8.9","2.18","16.3"%," 19/407 ","8.3","Q1","8.5","1"," 17/407 ","Q1","95.95","0.006","1.239","1.507","95.5","Q1","Q1","51","98.04"%,"4","7.6","50",
"Annual Review of Organizational Psychology and Organizational Behavior","ANNU REV ORGAN PSYCH","ANNUAL REVIEWS","2327-0608","2327-0616","MANAGEMENT","SSCI","4,929","14.3","4.09","36.73"%," 3/407 ","24.4","Q1","14.1","11.9"," 1/407 ","Q1","99.88","0.007","1.559","10.085","99.4","Q1","Q1","20","95"%,"6.2","8.4","19",
"JOURNAL OF TECHNOLOGY TRANSFER","J TECHNOL TRANSFER","SPRINGER","0892-9912","1573-7047","MANAGEMENT","SSCI","4,892","4.6","0.93","45.87"%," 93/407 ","5.4","Q2","3.9","1.1"," 143/407 ","Q2","64.99","0.004","0.877","1.076","77.3","Q1","Q2","71","98.59"%,"5.9","9.2","70",
"Journal of Managerial Psychology","J MANAGE PSYCHOL","EMERALD GROUP PUBLISHING LTD","0268-3946","1758-7778","MANAGEMENT","SSCI","4,873","3.1","0.85","3.97"%," 171/407 ","4.5","Q2","2.9","0.3"," 157/407 ","Q2","61.55","0.002","0.481","1.29","58.1","Q2","Q2","50","100"%,"13.4","10.9","50",
"R & D MANAGEMENT","R&D MANAGE","WILEY","0033-6807","1467-9310","MANAGEMENT","SSCI","4,848","6.7","1.33","52.1"%," 52/407 ","7.1","Q1","6","0.6"," 76/407 ","Q1","81.45","0.003","0.589","1.275","87.3","Q1","Q2","62","100"%,"7.9","9","62",
"DECISION SCIENCES","DECISION SCI","WILEY","0011-7315","1540-5915","MANAGEMENT","SSCI","4,813","2.8","0.87","11.7"%," 190/407 ","4.7","Q2","2.7","0.4"," 153/407 ","Q2","62.53","0.003","0.588","1.303","53.4","Q2","Q1","20","90"%,"14.4","7.4","18",
